Id,TARGET_5Yrs
0,0.31244584692742877
1,0.4555347973794447
2,0.6371070505578943
3,0.8599836173743731
4,0.31637492290223834
5,0.5205955367801054
6,0.28400689003262847
7,0.3142180100104532
8,0.538546244418336
9,0.2348693129740409
10,0.40490740244564555
11,0.49820522404787826
12,0.47274891439835753
13,0.6129083881725307
14,0.8475348113065503
15,0.750373377889874
16,0.6345120562869453
17,0.4561447564363557
18,0.26183632653989564
19,0.6359682207429224
20,0.8950695307226114
21,0.812146677917752
22,0.6894420516202949
23,0.3525642599538965
24,0.49769545810550625
25,0.7946347648536539
26,0.5136111166948933
27,0.7973390858916949
28,0.6860965954074261
29,0.4289628929463636
30,0.4654251178359673
31,0.32886510878927405
32,0.32542780948024286
33,0.24759635710664785
34,0.2750225031514364
35,0.28545880571509247
36,0.44440962064008865
37,0.4791592237447079
38,0.3947554658652561
39,0.6666470449241296
40,0.748560294929576
41,0.3684282491108051
42,0.2985491926129294
43,0.3226470573949832
44,0.34990136135264716
45,0.46394272738436065
46,0.34049594115784837
47,0.3500802969943498
48,0.3447334440465579
49,0.32926790305185727
50,0.3505901619250003
51,0.4183711633582668
52,0.6870537930343869
53,0.25664765057227873
54,0.8563962335986115
55,0.5123174409367962
56,0.6364022384879972
57,0.28814643694901004
58,0.48144210744634447
59,0.855286968671513
60,0.6601188709728271
61,0.5625158242614564
62,0.4058759461413253
63,0.8498096719776841
64,0.47816521297746795
65,0.2155382148048711
66,0.33570097128312054
67,0.25586551424072107
68,0.29667986480733033
69,0.6417426129273706
70,0.8147705805496064
71,0.5954174881561088
72,0.4768130608401637
73,0.30908304552648536
74,0.4384237537011531
75,0.30761715652030547
76,0.2768489558899209
77,0.3840143572479841
78,0.4676088919286105
79,0.8634089993721077
80,0.7526348239651318
81,0.44372484300593146
82,0.5121957319392052
83,0.2764667470935373
84,0.2785600403437489
85,0.23617239683463975
86,0.35620972859620886
87,0.3973578217731443
88,0.3232279678778649
89,0.43924832405961134
90,0.5131228628212764
91,0.2658997573289598
92,0.6057311832581508
93,0.7504467986755224
94,0.4401870314789945
95,0.6439417586889974
96,0.8089312616839109
97,0.8477401804775317
98,0.2497010695645427
99,0.617191510212065
100,0.4822535986961272
101,0.5449142188581086
102,0.7192994007171426
103,0.512112205855198
104,0.38442770100463813
105,0.5439432700503164
106,0.5071658752006293
107,0.2615029965600074
108,0.568585129757885
109,0.3005194398481536
110,0.7846185205921757
111,0.36676691684158486
112,0.19559498990898377
113,0.6287044059887069
114,0.4349521362076442
115,0.9286725657654472
116,0.41392998738982795
117,0.27630343826152454
118,0.35023141230044585
119,0.37319427013129136
120,0.7070528381017357
121,0.2884013021417335
122,0.8173758007134962
123,0.5039751170782754
124,0.3125497644081371
125,0.8117964518401877
126,0.37122829156181375
127,0.6423344513685088
128,0.7420013391906434
129,0.3771713055974981
130,0.3608086526492276
131,0.58437945836754
132,0.4511027603896256
133,0.4014640745186525
134,0.525716285055899
135,0.4179890700276762
136,0.548201077343066
137,0.6480925112045065
138,0.5077432001450697
139,0.28821981417814646
140,0.6244021182573071
141,0.5363702058239089
142,0.2830202502097089
143,0.32149271762872245
144,0.23582586560782798
145,0.5885511604904727
146,0.2448412759554804
147,0.2790543322389947
148,0.7306149231991654
149,0.2031425229299482
150,0.5588413505232175
151,0.35358173493641254
152,0.29849484852988656
153,0.6056221114520399
154,0.744926872663335
155,0.6370620253492763
156,0.2457526909285444
157,0.5477084599253031
158,0.8749877974819728
159,0.2467463447194358
160,0.3150083410795675
161,0.6473792588374573
162,0.34021742549833534
163,0.26849280440612366
164,0.4341155592344291
165,0.5988290455064348
166,0.873356193588589
167,0.37826611288920875
168,0.8632175251290519
169,0.5808177989912635
170,0.3475948772962709
171,0.3178038564648316
172,0.5246274113702891
173,0.5686204356122458
174,0.5612808811445656
175,0.7187399635560898
176,0.29195293458139543
177,0.32083722978720247
178,0.32484374065353694
179,0.29728375895901965
180,0.4980547558095045
181,0.8619296217020301
182,0.8310537291802373
183,0.23876405558869912
184,0.5948788860482049
185,0.23251758885642032
186,0.2340038622985376
187,0.5737476982986229
188,0.7411319644921254
189,0.2537922467929614
190,0.22995958005427133
191,0.45618037462831623
192,0.2774275627330717
